current_traveling_period,current_velocity,pedestrian_tag
4389,1.02265769054586,[INDEXA_R2_70]
4389,1.0558469881163002,[INDEXA_R1_70]
4389,1.02265769054586,[INDEXA_R2_60]
4389,0.0,[INDEXA_R3_60]
4390,1.02265769054586,[INDEXA_R3_70]
4390,1.02265769054586,[INDEXA_R2_70]
4390,1.0557374845865997,[INDEXA_R1_70]
4390,1.02265769054586,[INDEXA_R2_60]
4390,0.0,[INDEXA_R3_60]
4391,1.02265769054586,[INDEXA_R3_70]
4391,1.02265769054586,[INDEXA_R2_70]
4391,1.056665668716094,[INDEXA_R1_70]
4391,1.02265769054586,[INDEXA_R2_60]
4391,0.0,[INDEXA_R3_60]
4392,1.02265769054586,[INDEXA_R3_70]
4392,1.02265769054586,[INDEXA_R2_70]
4392,1.0576134377149198,[INDEXA_R1_70]
4392,1.02265769054586,[INDEXA_R2_60]
4392,0.0,[INDEXA_R3_60]
4393,1.02265769054586,[INDEXA_R3_70]
4393,1.02265769054586,[INDEXA_R2_70]
4393,1.0575092880788108,[INDEXA_R1_70]
4393,1.02265769054586,[INDEXA_R2_60]
4393,0.0,[INDEXA_R3_60]
4394,1.02265769054586,[INDEXA_R3_70]
4394,1.02265769054586,[INDEXA_R2_70]
4394,1.0585360591515434,[INDEXA_R1_70]
4394,1.02265769054586,[INDEXA_R2_60]
4394,0.0,[INDEXA_R3_60]
4395,1.02265769054586,[INDEXA_R3_70]
4395,1.02265769054586,[INDEXA_R2_70]
4395,1.0584290366646405,[INDEXA_R1_70]
4395,1.02265769054586,[INDEXA_R2_60]
4395,0.0,[INDEXA_R3_60]
4396,1.02265769054586,[INDEXA_R3_70]
4396,1.02265769054586,[INDEXA_R2_70]
4396,1.0594869192885308,[INDEXA_R1_70]
4396,1.02265769054586,[INDEXA_R2_60]
4396,0.0,[INDEXA_R3_60]
4397,1.02265769054586,[INDEXA_R3_70]
4397,1.02265769054586,[INDEXA_R2_70]
4397,1.0580540139011825,[INDEXA_R1_70]
4397,1.02265769054586,[INDEXA_R2_60]
4397,0.0,[INDEXA_R3_60]
4398,1.02265769054586,[INDEXA_R3_70]
4398,1.02265769054586,[INDEXA_R2_70]
4398,1.0591381303182212,[INDEXA_R1_70]
4398,1.02265769054586,[INDEXA_R2_60]
4398,0.0,[INDEXA_R3_60]
4399,1.02265769054586,[INDEXA_R3_70]
4399,1.02265769054586,[INDEXA_R2_70]
4399,1.058900185369364,[INDEXA_R1_70]
4399,1.02265769054586,[INDEXA_R2_60]
4399,0.0,[INDEXA_R3_60]
4400,1.02265769054586,[INDEXA_R3_70]
4400,1.02265769054586,[INDEXA_R2_70]
4400,1.0587794886685573,[INDEXA_R1_70]
4400,0.0,[INDEXA_R2_60]
4400,0.0,[INDEXA_R3_60]
4401,1.02265769054586,[INDEXA_R3_70]
4401,1.02265769054586,[INDEXA_R2_70]
4401,1.0585860445498654,[INDEXA_R1_70]
4401,0.0,[INDEXA_R2_60]
4401,0.0,[INDEXA_R3_60]
4402,1.02265769054586,[INDEXA_R3_70]
4402,1.02265769054586,[INDEXA_R2_70]
4402,1.0571884762543058,[INDEXA_R1_70]
4402,0.0,[INDEXA_R2_60]
4402,0.0,[INDEXA_R3_60]
4403,1.02265769054586,[INDEXA_R3_70]
4403,1.02265769054586,[INDEXA_R2_70]
4403,1.0582250385189864,[INDEXA_R1_70]
4403,0.0,[INDEXA_R2_60]
4403,0.0,[INDEXA_R3_60]
4404,1.02265769054586,[INDEXA_R3_70]
4404,1.02265769054586,[INDEXA_R2_70]
4404,1.0568625989623863,[INDEXA_R1_70]
4404,0.0,[INDEXA_R2_60]
4404,0.0,[INDEXA_R3_60]
4405,1.02265769054586,[INDEXA_R3_70]
4405,1.02265769054586,[INDEXA_R2_70]
4405,1.0578477690203782,[INDEXA_R1_70]
4405,0.0,[INDEXA_R2_60]
4405,0.0,[INDEXA_R3_60]
4406,1.02265769054586,[INDEXA_R3_70]
4406,1.02265769054586,[INDEXA_R2_70]
4406,1.0575666725544905,[INDEXA_R1_70]
4406,0.0,[INDEXA_R2_60]
4406,0.0,[INDEXA_R3_60]
4407,1.02265769054586,[INDEXA_R3_70]
4407,1.02265769054586,[INDEXA_R2_70]
4407,1.0574486884425587,[INDEXA_R1_70]
4407,0.0,[INDEXA_R2_60]
4407,0.0,[INDEXA_R3_60]
4408,1.02265769054586,[INDEXA_R3_70]
4408,1.02265769054586,[INDEXA_R2_70]
4408,1.0571175129406576,[INDEXA_R1_70]
4408,0.0,[INDEXA_R2_60]
4408,0.0,[INDEXA_R3_60]
4409,1.02265769054586,[INDEXA_R3_70]
4409,1.02265769054586,[INDEXA_R2_70]
4409,1.0567477676616142,[INDEXA_R1_70]
4409,0.0,[INDEXA_R2_60]
4409,0.0,[INDEXA_R3_60]
4410,1.02265769054586,[INDEXA_R3_70]
4410,1.02265769054586,[INDEXA_R2_70]
4410,1.0422058484767367,[INDEXA_R1_70]
4410,0.0,[INDEXA_R2_60]
4410,0.0,[INDEXA_R3_60]
4411,1.02265769054586,[INDEXA_R3_70]
4411,1.02265769054586,[INDEXA_R2_70]
4411,1.028471939824333,[INDEXA_R1_70]
4411,0.0,[INDEXA_R2_60]
4411,0.0,[INDEXA_R3_60]
4412,1.02265769054586,[INDEXA_R3_70]
4412,1.02265769054586,[INDEXA_R2_70]
4412,1.0137032007805753,[INDEXA_R1_70]
4412,0.0,[INDEXA_R2_60]
4412,0.0,[INDEXA_R3_60]
4413,1.02265769054586,[INDEXA_R3_70]
4413,1.02265769054586,[INDEXA_R2_70]
4413,1.0142802209991724,[INDEXA_R1_70]
4413,0.0,[INDEXA_R2_60]
4413,0.0,[INDEXA_R3_60]
4414,1.02265769054586,[INDEXA_R3_70]
4414,1.02265769054586,[INDEXA_R2_70]
4414,1.01493942369438,[INDEXA_R1_70]
4414,0.0,[INDEXA_R2_60]
4414,0.0,[INDEXA_R3_60]
4415,1.02265769054586,[INDEXA_R3_70]
4415,1.02265769054586,[INDEXA_R2_70]
4415,1.0146005108905263,[INDEXA_R1_70]
4415,0.0,[INDEXA_R2_60]
4415,0.0,[INDEXA_R3_60]
4416,1.02265769054586,[INDEXA_R3_70]
4416,1.02265769054586,[INDEXA_R2_70]
4416,1.0152210525793688,[INDEXA_R1_70]
4416,0.0,[INDEXA_R2_60]
4416,0.0,[INDEXA_R3_60]
4417,1.02265769054586,[INDEXA_R3_70]
4417,1.02265769054586,[INDEXA_R2_70]
4417,1.0148850627644175,[INDEXA_R1_70]
4417,0.0,[INDEXA_R2_60]
4417,0.0,[INDEXA_R3_60]
4418,1.02265769054586,[INDEXA_R3_70]
4418,1.02265769054586,[INDEXA_R2_70]
4418,0.0,[INDEXA_R1_70]
4418,0.0,[INDEXA_R2_60]
4418,0.0,[INDEXA_R3_60]
4419,1.02265769054586,[INDEXA_R3_70]
4419,1.02265769054586,[INDEXA_R2_70]
4419,0.0,[INDEXA_R1_70]
4419,0.0,[INDEXA_R2_60]
4419,0.0,[INDEXA_R3_60]
4420,1.02265769054586,[INDEXA_R3_70]
4420,1.02265769054586,[INDEXA_R2_70]
4420,0.0,[INDEXA_R1_70]
4420,0.0,[INDEXA_R2_60]
4420,0.0,[INDEXA_R3_60]
4421,1.02265769054586,[INDEXA_R3_70]
4421,1.02265769054586,[INDEXA_R2_70]
4421,0.0,[INDEXA_R1_70]
4421,0.0,[INDEXA_R2_60]
4421,0.0,[INDEXA_R3_60]
4422,1.02265769054586,[INDEXA_R3_70]
4422,1.02265769054586,[INDEXA_R2_70]
4422,0.0,[INDEXA_R1_70]
4422,0.0,[INDEXA_R2_60]
4422,0.0,[INDEXA_R3_60]
4423,1.02265769054586,[INDEXA_R3_70]
4423,1.02265769054586,[INDEXA_R2_70]
4423,0.0,[INDEXA_R1_70]
4423,0.0,[INDEXA_R2_60]
4423,0.0,[INDEXA_R3_60]
4424,1.02265769054586,[INDEXA_R3_70]
4424,1.02265769054586,[INDEXA_R2_70]
4424,0.0,[INDEXA_R1_70]
4424,0.0,[INDEXA_R2_60]
4424,0.0,[INDEXA_R3_60]
4425,1.02265769054586,[INDEXA_R3_70]
4425,1.02265769054586,[INDEXA_R2_70]
4425,0.0,[INDEXA_R1_70]
4425,0.0,[INDEXA_R2_60]
4425,0.0,[INDEXA_R3_60]
4426,1.02265769054586,[INDEXA_R3_70]
4426,1.02265769054586,[INDEXA_R2_70]
4426,0.0,[INDEXA_R1_70]
4426,0.0,[INDEXA_R2_60]
4426,0.0,[INDEXA_R3_60]
4427,1.02265769054586,[INDEXA_R3_70]
4427,1.02265769054586,[INDEXA_R2_70]
4427,0.0,[INDEXA_R1_70]
4427,0.0,[INDEXA_R2_60]
4427,0.0,[INDEXA_R3_60]
4428,1.02265769054586,[INDEXA_R3_70]
4428,1.02265769054586,[INDEXA_R2_70]
4428,0.0,[INDEXA_R1_70]
4428,0.0,[INDEXA_R2_60]
4428,0.0,[INDEXA_R3_60]
4429,1.02265769054586,[INDEXA_R3_70]
4429,1.02265769054586,[INDEXA_R2_70]
4429,0.0,[INDEXA_R1_70]
4429,0.0,[INDEXA_R2_60]
4429,0.0,[INDEXA_R3_60]
4430,1.02265769054586,[INDEXA_R3_70]
4430,1.02265769054586,[INDEXA_R2_70]
4430,0.0,[INDEXA_R1_70]
4430,0.0,[INDEXA_R2_60]
4430,0.0,[INDEXA_R3_60]
4431,1.02265769054586,[INDEXA_R3_70]
4431,1.02265769054586,[INDEXA_R2_70]
4431,0.0,[INDEXA_R1_70]
4431,0.0,[INDEXA_R2_60]
4431,0.0,[INDEXA_R3_60]
4432,1.02265769054586,[INDEXA_R3_70]
4432,1.02265769054586,[INDEXA_R2_70]
4432,0.0,[INDEXA_R1_70]
4432,0.0,[INDEXA_R2_60]
4432,0.0,[INDEXA_R3_60]
4433,1.02265769054586,[INDEXA_R3_70]
4433,1.02265769054586,[INDEXA_R2_70]
4433,0.0,[INDEXA_R1_70]
4433,0.0,[INDEXA_R2_60]
4433,0.0,[INDEXA_R3_60]
4434,1.02265769054586,[INDEXA_R3_70]
4434,1.02265769054586,[INDEXA_R2_70]
4434,0.0,[INDEXA_R1_70]
4434,0.0,[INDEXA_R2_60]
4434,0.0,[INDEXA_R3_60]
4435,1.02265769054586,[INDEXA_R3_70]
4435,1.02265769054586,[INDEXA_R2_70]
4435,0.0,[INDEXA_R1_70]
4435,0.0,[INDEXA_R2_60]
4435,0.0,[INDEXA_R3_60]
4436,1.02265769054586,[INDEXA_R3_70]
4436,1.02265769054586,[INDEXA_R2_70]
4436,0.0,[INDEXA_R1_70]
4436,0.0,[INDEXA_R2_60]
4436,0.0,[INDEXA_R3_60]
4437,1.02265769054586,[INDEXA_R3_70]
4437,1.02265769054586,[INDEXA_R2_70]
4437,0.0,[INDEXA_R1_70]
4437,0.0,[INDEXA_R2_60]
4437,0.0,[INDEXA_R3_60]
4438,1.02265769054586,[INDEXA_R3_70]
4438,1.02265769054586,[INDEXA_R2_70]
4438,0.0,[INDEXA_R1_70]
4438,0.0,[INDEXA_R2_60]
4438,0.0,[INDEXA_R3_60]
4439,1.02265769054586,[INDEXA_R3_70]
4439,1.02265769054586,[INDEXA_R2_70]
4439,0.0,[INDEXA_R1_70]
4439,0.0,[INDEXA_R2_60]
4439,1.0006040769340396,[INDEXA_R3_60]
4440,1.02265769054586,[INDEXA_R3_70]
4440,1.02265769054586,[INDEXA_R2_70]
4440,0.0,[INDEXA_R1_70]
4440,0.0,[INDEXA_R2_60]
4440,1.0132241635228476,[INDEXA_R3_60]
4441,1.02265769054586,[INDEXA_R3_70]
4441,1.02265769054586,[INDEXA_R2_70]
4441,0.0,[INDEXA_R1_70]
4441,0.0,[INDEXA_R2_60]
4441,1.0186224592381796,[INDEXA_R3_60]
4442,1.02265769054586,[INDEXA_R3_70]
4442,1.02265769054586,[INDEXA_R2_70]
4442,0.0,[INDEXA_R1_70]
4442,0.0,[INDEXA_R2_60]
4442,1.0209316031909648,[INDEXA_R3_60]
4443,1.02265769054586,[INDEXA_R3_70]
4443,1.02265769054586,[INDEXA_R2_70]
4443,0.0,[INDEXA_R1_70]
4443,0.0,[INDEXA_R2_60]
4443,1.0225399922353426,[INDEXA_R3_60]
4444,1.02265769054586,[INDEXA_R3_70]
4444,1.02265769054586,[INDEXA_R2_70]
4444,0.0,[INDEXA_R1_70]
4444,0.0,[INDEXA_R2_60]
4444,1.0226496649426022,[INDEXA_R3_60]
4445,1.02265769054586,[INDEXA_R3_70]
4445,1.02265769054586,[INDEXA_R2_70]
4445,0.0,[INDEXA_R1_70]
4445,0.0,[INDEXA_R2_60]
4445,1.0226571432966483,[INDEXA_R3_60]
4446,1.02265769054586,[INDEXA_R3_70]
4446,1.02265769054586,[INDEXA_R2_70]
4446,0.0,[INDEXA_R1_70]
4446,0.0,[INDEXA_R2_60]
4446,1.0226576532300733,[INDEXA_R3_60]
4447,1.02265769054586,[INDEXA_R3_70]
4447,1.02265769054586,[INDEXA_R2_70]
4447,0.0,[INDEXA_R1_70]
4447,0.0,[INDEXA_R2_60]
4447,1.022657688001374,[INDEXA_R3_60]
4448,1.02265769054586,[INDEXA_R3_70]
4448,1.02265769054586,[INDEXA_R2_70]
4448,0.0,[INDEXA_R1_70]
4448,0.0,[INDEXA_R2_60]
4448,1.0226576903723568,[INDEXA_R3_60]
4449,1.02265769054586,[INDEXA_R3_70]
4449,1.02265769054586,[INDEXA_R2_70]
4449,0.0,[INDEXA_R1_70]
4449,0.0,[INDEXA_R2_60]
4449,1.0226576905340292,[INDEXA_R3_60]
4450,1.02265769054586,[INDEXA_R3_70]
4450,1.02265769054586,[INDEXA_R2_70]
4450,0.0,[INDEXA_R1_70]
4450,0.0,[INDEXA_R2_60]
4450,1.0226576905450533,[INDEXA_R3_60]
4451,1.02265769054586,[INDEXA_R3_70]
4451,1.02265769054586,[INDEXA_R2_70]
4451,0.0,[INDEXA_R1_70]
4451,0.0,[INDEXA_R2_60]
4451,1.022657690545805,[INDEXA_R3_60]
4452,1.02265769054586,[INDEXA_R3_70]
4452,1.02265769054586,[INDEXA_R2_70]
4452,0.0,[INDEXA_R1_70]
4452,0.0,[INDEXA_R2_60]
4452,1.0226576905458562,[INDEXA_R3_60]
4453,1.02265769054586,[INDEXA_R3_70]
4453,1.02265769054586,[INDEXA_R2_70]
4453,0.0,[INDEXA_R1_70]
4453,0.0,[INDEXA_R2_60]
4453,1.0226576905458598,[INDEXA_R3_60]
4454,1.02265769054586,[INDEXA_R3_70]
4454,1.02265769054586,[INDEXA_R2_70]
4454,0.0,[INDEXA_R1_70]
4454,0.0,[INDEXA_R2_60]
4454,1.02265769054586,[INDEXA_R3_60]
4455,1.02265769054586,[INDEXA_R3_70]
4455,1.02265769054586,[INDEXA_R2_70]
4455,0.0,[INDEXA_R1_70]
4455,0.0,[INDEXA_R2_60]
4455,1.02265769054586,[INDEXA_R3_60]
4456,1.02265769054586,[INDEXA_R3_70]
4456,1.02265769054586,[INDEXA_R2_70]
4456,0.0,[INDEXA_R1_70]
4456,0.0,[INDEXA_R2_60]
4456,1.02265769054586,[INDEXA_R3_60]
4457,1.02265769054586,[INDEXA_R3_70]
4457,1.02265769054586,[INDEXA_R2_70]
4457,0.0,[INDEXA_R1_70]
4457,0.0,[INDEXA_R2_60]
4457,1.02265769054586,[INDEXA_R3_60]
4458,1.02265769054586,[INDEXA_R3_70]
4458,1.02265769054586,[INDEXA_R2_70]
4458,0.0,[INDEXA_R1_70]
4458,0.0,[INDEXA_R2_60]
4458,1.02265769054586,[INDEXA_R3_60]
4459,1.02265769054586,[INDEXA_R3_70]
4459,1.02265769054586,[INDEXA_R2_70]
4459,0.0,[INDEXA_R1_70]
4459,0.0,[INDEXA_R2_60]
4459,1.02265769054586,[INDEXA_R3_60]
4460,1.02265769054586,[INDEXA_R3_70]
4460,1.02265769054586,[INDEXA_R2_70]
4460,0.0,[INDEXA_R1_70]
4460,0.0,[INDEXA_R2_60]
4460,1.02265769054586,[INDEXA_R3_60]
4461,1.02265769054586,[INDEXA_R3_70]
4461,1.02265769054586,[INDEXA_R2_70]
4461,0.0,[INDEXA_R1_70]
4461,0.0,[INDEXA_R2_60]
4461,1.02265769054586,[INDEXA_R3_60]
4462,1.02265769054586,[INDEXA_R3_70]
4462,1.02265769054586,[INDEXA_R2_70]
4462,0.0,[INDEXA_R1_70]
4462,0.0,[INDEXA_R2_60]
4462,1.02265769054586,[INDEXA_R3_60]
4463,1.02265769054586,[INDEXA_R3_70]
4463,1.02265769054586,[INDEXA_R2_70]
4463,0.0,[INDEXA_R1_70]
4463,0.0,[INDEXA_R2_60]
4463,1.02265769054586,[INDEXA_R3_60]
4464,1.02265769054586,[INDEXA_R3_70]
4464,1.02265769054586,[INDEXA_R2_70]
4464,0.0,[INDEXA_R1_70]
4464,0.0,[INDEXA_R2_60]
4464,1.02265769054586,[INDEXA_R3_60]
4465,1.02265769054586,[INDEXA_R3_70]
4465,1.02265769054586,[INDEXA_R2_70]
4465,0.0,[INDEXA_R1_70]
4465,0.0,[INDEXA_R2_60]
4465,1.02265769054586,[INDEXA_R3_60]
4466,1.02265769054586,[INDEXA_R3_70]
4466,1.02265769054586,[INDEXA_R2_70]
4466,0.0,[INDEXA_R1_70]
4466,0.0,[INDEXA_R2_60]
4466,1.02265769054586,[INDEXA_R3_60]
4467,1.02265769054586,[INDEXA_R3_70]
4467,1.02265769054586,[INDEXA_R2_70]
4467,0.0,[INDEXA_R1_70]
4467,0.0,[INDEXA_R2_60]
4467,1.02265769054586,[INDEXA_R3_60]
4468,1.02265769054586,[INDEXA_R3_70]
4468,1.02265769054586,[INDEXA_R2_70]
4468,0.0,[INDEXA_R1_70]
4468,0.0,[INDEXA_R2_60]
4468,1.02265769054586,[INDEXA_R3_60]
4469,1.02265769054586,[INDEXA_R3_70]
4469,1.02265769054586,[INDEXA_R2_70]
4469,0.0,[INDEXA_R1_70]
4469,0.0,[INDEXA_R2_60]
4469,1.02265769054586,[INDEXA_R3_60]
4470,1.02265769054586,[INDEXA_R3_70]
4470,1.02265769054586,[INDEXA_R2_70]
4470,0.0,[INDEXA_R1_70]
4470,0.0,[INDEXA_R2_60]
4470,1.02265769054586,[INDEXA_R3_60]
4471,1.02265769054586,[INDEXA_R3_70]
4471,1.02265769054586,[INDEXA_R2_70]
4471,0.0,[INDEXA_R1_70]
4471,0.0,[INDEXA_R2_60]
4471,1.02265769054586,[INDEXA_R3_60]
4472,1.02265769054586,[INDEXA_R3_70]
4472,1.02265769054586,[INDEXA_R2_70]
4472,0.0,[INDEXA_R1_70]
4472,0.0,[INDEXA_R2_60]
4472,1.02265769054586,[INDEXA_R3_60]
4473,1.02265769054586,[INDEXA_R3_70]
4473,1.02265769054586,[INDEXA_R2_70]
4473,0.0,[INDEXA_R1_70]
4473,0.0,[INDEXA_R2_60]
4473,1.02265769054586,[INDEXA_R3_60]
4474,1.02265769054586,[INDEXA_R3_70]
4474,1.02265769054586,[INDEXA_R2_70]
4474,0.0,[INDEXA_R1_70]
4474,0.0,[INDEXA_R2_60]
4474,1.02265769054586,[INDEXA_R3_60]
4475,1.02265769054586,[INDEXA_R3_70]
4475,1.02265769054586,[INDEXA_R2_70]
4475,0.0,[INDEXA_R1_70]
4475,0.0,[INDEXA_R2_60]
4475,1.02265769054586,[INDEXA_R3_60]
4476,1.02265769054586,[INDEXA_R3_70]
4476,1.02265769054586,[INDEXA_R2_70]
4476,0.0,[INDEXA_R1_70]
4476,0.0,[INDEXA_R2_60]
4476,1.02265769054586,[INDEXA_R3_60]
4477,1.02265769054586,[INDEXA_R3_70]
4477,1.02265769054586,[INDEXA_R2_70]
4477,0.0,[INDEXA_R1_70]
4477,0.0,[INDEXA_R2_60]
4477,1.02265769054586,[INDEXA_R3_60]
4478,1.02265769054586,[INDEXA_R3_70]
4478,1.02265769054586,[INDEXA_R2_70]
4478,0.0,[INDEXA_R1_70]
4478,0.0,[INDEXA_R2_60]
4478,1.02265769054586,[INDEXA_R3_60]
4479,1.02265769054586,[INDEXA_R3_70]
4479,1.02265769054586,[INDEXA_R2_70]
4479,0.0,[INDEXA_R1_70]
4479,0.0,[INDEXA_R2_60]
4479,1.02265769054586,[INDEXA_R3_60]
4480,1.02265769054586,[INDEXA_R3_70]
4480,1.02265769054586,[INDEXA_R2_70]
4480,0.0,[INDEXA_R1_70]
4480,0.0,[INDEXA_R2_60]
4480,1.02265769054586,[INDEXA_R3_60]
4481,1.02265769054586,[INDEXA_R3_70]
4481,1.02265769054586,[INDEXA_R2_70]
4481,0.0,[INDEXA_R1_70]
4481,0.0,[INDEXA_R2_60]
4481,1.02265769054586,[INDEXA_R3_60]
4482,1.02265769054586,[INDEXA_R3_70]
4482,1.02265769054586,[INDEXA_R2_70]
4482,0.0,[INDEXA_R1_70]
4482,0.0,[INDEXA_R2_60]
4482,1.02265769054586,[INDEXA_R3_60]
4483,1.02265769054586,[INDEXA_R3_70]
4483,1.02265769054586,[INDEXA_R2_70]
4483,0.0,[INDEXA_R1_70]
4483,0.0,[INDEXA_R2_60]
4483,1.02265769054586,[INDEXA_R3_60]
4484,1.02265769054586,[INDEXA_R3_70]
4484,1.02265769054586,[INDEXA_R2_70]
4484,0.0,[INDEXA_R1_70]
4484,0.0,[INDEXA_R2_60]
4484,1.02265769054586,[INDEXA_R3_60]
4485,1.02265769054586,[INDEXA_R3_70]
4485,1.02265769054586,[INDEXA_R2_70]
4485,0.0,[INDEXA_R1_70]
4485,0.0,[INDEXA_R2_60]
4485,1.02265769054586,[INDEXA_R3_60]
4486,1.02265769054586,[INDEXA_R3_70]
4486,1.02265769054586,[INDEXA_R2_70]
4486,0.0,[INDEXA_R1_70]
4486,0.0,[INDEXA_R2_60]
4486,1.02265769054586,[INDEXA_R3_60]
4487,1.02265769054586,[INDEXA_R3_70]
4487,1.02265769054586,[INDEXA_R2_70]
4487,0.0,[INDEXA_R1_70]
4487,0.0,[INDEXA_R2_60]
4487,1.02265769054586,[INDEXA_R3_60]
4488,1.02265769054586,[INDEXA_R3_70]
4488,1.02265769054586,[INDEXA_R2_70]
4488,0.0,[INDEXA_R1_70]
4488,0.0,[INDEXA_R2_60]
4488,1.02265769054586,[INDEXA_R3_60]
4489,1.02265769054586,[INDEXA_R3_70]
4489,1.02265769054586,[INDEXA_R2_70]
4489,0.0,[INDEXA_R1_70]
4489,0.0,[INDEXA_R2_60]
4489,1.02265769054586,[INDEXA_R3_60]
4490,1.02265769054586,[INDEXA_R3_70]
4490,1.02265769054586,[INDEXA_R2_70]
4490,0.0,[INDEXA_R1_70]
4490,0.0,[INDEXA_R2_60]
4490,1.02265769054586,[INDEXA_R3_60]
4491,1.02265769054586,[INDEXA_R3_70]
4491,1.02265769054586,[INDEXA_R2_70]
4491,0.0,[INDEXA_R1_70]
4491,0.0,[INDEXA_R2_60]
4491,1.02265769054586,[INDEXA_R3_60]
4492,1.02265769054586,[INDEXA_R3_70]
4492,1.02265769054586,[INDEXA_R2_70]
4492,0.0,[INDEXA_R1_70]
4492,0.0,[INDEXA_R2_60]
4492,1.02265769054586,[INDEXA_R3_60]
4493,1.02265769054586,[INDEXA_R3_70]
4493,1.02265769054586,[INDEXA_R2_70]
4493,0.0,[INDEXA_R1_70]
4493,0.0,[INDEXA_R2_60]
4493,1.02265769054586,[INDEXA_R3_60]
4494,1.02265769054586,[INDEXA_R3_70]
4494,1.02265769054586,[INDEXA_R2_70]
4494,0.0,[INDEXA_R1_70]
4494,0.0,[INDEXA_R2_60]
4494,1.02265769054586,[INDEXA_R3_60]
4495,1.02265769054586,[INDEXA_R3_70]
4495,1.02265769054586,[INDEXA_R2_70]
4495,0.0,[INDEXA_R1_70]
4495,0.0,[INDEXA_R2_60]
4495,1.02265769054586,[INDEXA_R3_60]
4496,1.02265769054586,[INDEXA_R3_70]
4496,1.02265769054586,[INDEXA_R2_70]
4496,0.0,[INDEXA_R1_70]
4496,0.0,[INDEXA_R2_60]
4496,1.02265769054586,[INDEXA_R3_60]
4497,1.02265769054586,[INDEXA_R3_70]
4497,1.02265769054586,[INDEXA_R2_70]
4497,0.0,[INDEXA_R1_70]
4497,0.0,[INDEXA_R2_60]
4497,1.02265769054586,[INDEXA_R3_60]
4498,1.02265769054586,[INDEXA_R3_70]
4498,1.02265769054586,[INDEXA_R2_70]
4498,0.0,[INDEXA_R1_70]
4498,0.0,[INDEXA_R2_60]
4498,1.02265769054586,[INDEXA_R3_60]
4499,1.02265769054586,[INDEXA_R3_70]
4499,1.02265769054586,[INDEXA_R2_70]
4499,0.0,[INDEXA_R1_70]
4499,0.9435332884469158,[INDEXA_R2_60]
4499,1.02265769054586,[INDEXA_R3_60]
4500,1.02265769054586,[INDEXA_R3_70]
4500,1.02265769054586,[INDEXA_R2_70]
4500,0.0,[INDEXA_R1_70]
4500,0.9873491620067104,[INDEXA_R2_60]
4500,1.02265769054586,[INDEXA_R3_60]
4501,1.02265769054586,[INDEXA_R3_70]
4501,1.02265769054586,[INDEXA_R2_70]
4501,0.0,[INDEXA_R1_70]
4501,1.0069015880726815,[INDEXA_R2_60]
4501,1.02265769054586,[INDEXA_R3_60]
4502,1.02265769054586,[INDEXA_R3_70]
4502,1.02265769054586,[INDEXA_R2_70]
4502,0.9381213612919257,[INDEXA_R1_70]
4502,1.0156266763570347,[INDEXA_R2_60]
4502,1.02265769054586,[INDEXA_R3_60]
4503,1.02265769054586,[INDEXA_R3_70]
4503,1.02265769054586,[INDEXA_R2_70]
4503,0.9988811910149321,[INDEXA_R1_70]
4503,1.0199618209915629,[INDEXA_R2_60]
4503,0.0,[INDEXA_R3_60]
4504,1.02265769054586,[INDEXA_R3_70]
4504,1.02265769054586,[INDEXA_R2_70]
4504,1.0095953641743696,[INDEXA_R1_70]
4504,1.0216240256351368,[INDEXA_R2_60]
4505,1.02265769054586,[INDEXA_R3_70]
4505,1.02265769054586,[INDEXA_R2_70]
4505,1.014618292495796,[INDEXA_R1_70]
4505,1.022020364246438,[INDEXA_R2_60]
4506,1.02265769054586,[INDEXA_R3_70]
4506,1.02265769054586,[INDEXA_R2_70]
4506,1.0184313655976254,[INDEXA_R1_70]
4506,1.0222647345620386,[INDEXA_R2_60]
4507,1.02265769054586,[INDEXA_R3_70]
4507,1.02265769054586,[INDEXA_R2_70]
4507,1.0294868667122903,[INDEXA_R1_70]
4507,1.0223524523593388,[INDEXA_R2_60]
4508,1.02265769054586,[INDEXA_R3_70]
4508,1.02265769054586,[INDEXA_R2_70]
4508,1.0297725927716506,[INDEXA_R1_70]
4508,1.022330583245782,[INDEXA_R2_60]
4509,1.02265769054586,[INDEXA_R3_70]
4509,1.02265769054586,[INDEXA_R2_70]
4509,1.0298030606780901,[INDEXA_R1_70]
4509,1.0628439778846153,[INDEXA_R2_60]
4510,1.02265769054586,[INDEXA_R3_70]
4510,1.02265769054586,[INDEXA_R2_70]
4510,1.0298283111354898,[INDEXA_R1_70]
4510,0.8023695422620898,[INDEXA_R2_60]
4511,1.02265769054586,[INDEXA_R3_70]
4511,1.02265769054586,[INDEXA_R2_70]
4511,1.0299705798378254,[INDEXA_R1_70]
4511,0.9633713150470621,[INDEXA_R2_60]
4512,1.02265769054586,[INDEXA_R3_70]
4512,1.02265769054586,[INDEXA_R2_70]
4512,1.0300222413382698,[INDEXA_R1_70]
4512,0.9683410993981418,[INDEXA_R2_60]
4513,1.02265769054586,[INDEXA_R3_70]
4513,1.02265769054586,[INDEXA_R2_70]
4513,1.0300733678226788,[INDEXA_R1_70]
4513,0.987547806146999,[INDEXA_R2_60]
4514,1.02265769054586,[INDEXA_R3_70]
4514,1.02265769054586,[INDEXA_R2_70]
4514,1.0302144907420987,[INDEXA_R1_70]
4514,0.9999628940489858,[INDEXA_R2_60]
